question,answer,abs_id,Inquiry Type,Extra Condition,Investigation Target,biocategory,biosubcategory
"In the context of herpes simplex virus type 1 (HSV-1) infection in the human amnion cell line FL, does the wild-type strain VR3 efficiently induce the transcriptional activation of interferon-alpha4 (IFN-alpha4), a process that is dependent on the Janus kinases/signal transducers and activators of transcription (JAK/STAT) pathway?",No,PMID:15163721,Normal,Natural,Single,Human Diseases,Infectious disease: viral
"In the context of Pseudomonas syringae self-protection mechanisms against the antimetabolite tabtoxinine-beta-lactam (TbetaL), does the acetyltransferase Ttr enzyme acetylate the alpha-amino group of the TbetaL-Thr dipeptide, also known as tabtoxin?",No,PMID:22994681,Normal,Natural,Single,Metabolism,Biosynthesis of other secondary metabolites
"In the context of Hepatitis C virus (HCV) infection, does the NS3 protein influence the transcription and protein stability of the tumor suppressor protein p53?",No,PMID:11514734,Normal,Natural,Single,Human Diseases,Infectious disease: viral
"In gastric cancer patients classified into the regular subtype based on mutation burden, is the expression of APOBEC enzymes correlated with the occurrence of TpCpW mutations?",Yes,PMID:26857262,Normal,Natural,Single,Human Diseases,Cancer: specific types
"In the context of Mycobacteria tuberculosis infection, does the presence of chloride impact the oxidation of isoniazid (INH) by myeloperoxidase (MPO) and hydrogen peroxide within the neutrophils' phagocytic process?",No,PMID:22846601,Normal,Natural,Interaction,Metabolism,Xenobiotics biodegradation and metabolism
"In the context of dynein and dynactin forming a microtubule motor, does the recruitment of a second dynein by specific adaptors, such as BICDR1 and HOOK3, result in a decrease in the force generated by the motor complex?",No,PMID:29420470,Normal,Natural,Function,Cellular Processes,Cell motility
"In the context of osteoclast differentiation and bone homeostasis, does interferon-gamma (IFN-gamma) inhibit the activation of c-Jun N-terminal kinase (JNK) that is induced by the receptor activator of nuclear factor kappaB ligand (RANKL)?",Yes,PMID:12110142,Normal,Natural,Single,Organismal Systems,Development and regeneration
"In the context of human T-cell leukemia virus type 1 (HTLV-1) infection, does the Tax oncoprotein exhibit binding affinity for p19ink4d, a member of the INK4 family of cyclin-dependent kinase inhibitors?",No,PMID:10388662,Normal,Natural,Single,Human Diseases,Infectious disease: viral
"In the enzymatic pathway for synthesis of 5-phospho-D-ribosyl alpha-1-diphosphate (PRPP) in Escherichia coli, can ribose 1,5-bisphosphokinase, the enzyme encoded by the phnN gene, utilize ribose as a phosphoryl acceptor in its catalytic reaction?",No,PMID:12700258,Normal,Natural,Interaction,Metabolism,Carbohydrate metabolism
"In the context of aberrant crypt foci (ACF) with dysplastic features, is there an increase in cyclooxygenase-2 (COX-2) protein levels within those ACF that exhibit hyperproliferation, as indicated by elevated proliferating cell nuclear antigen (PCNA) levels?",No,PMID:16740703,Normal,Natural,Single,Metabolism,Nucleotide metabolism
"In the context of hepatitis C virus (HCV) infection, does the nonstructural protein 5A (NS5A) inhibit the formation of a protein-protein complex between the tumor suppressor protein p53 and the excision repair cross complementing factor 3 (ERCC3)?",Yes,PMID:12379483,Normal,Natural,Interaction,Human Diseases,Cancer: overview
"In the context of human progesterone receptor (PR) isoforms and their ability to mediate rapid activation of signaling pathways, can the predominantly nuclear PR-A isoform facilitate progestin activation of the Src/MAPK (Erk-1/-2) pathway?",No,PMID:18321550,Normal,Natural,Interaction,Human Diseases,Cancer: overview
"In the context of amyotrophic lateral sclerosis and frontotemporal dementia (ALS-FTD) cases characterized by TDP-43 proteinopathy, is the repression of nonconserved cryptic exons by the RNA-binding protein TDP-43 functioning normally?",No,PMID:26250685,Normal,Natural,Function,Human Diseases,Neurodegenerative disease
"In the context of measles virus (MV) infection, does the N-terminal region of the MV-V protein (PNT) directly interact with the Janus kinase 1 (Jak1) component of the interferon-alpha/beta (IFN-alpha/beta) signaling pathway?",Yes,PMID:19007958,Normal,Natural,Single,Human Diseases,Infectious disease: viral
"In the context of human cytomegalovirus (HCMV) infection, does the principal envelope glycoprotein gB exhibit preferential binding to epidermal growth factor receptor (EGFR) and EGFR-ErbB3 oligomeric molecules in cells expressing erbB family receptors?",Yes,PMID:12879076,Normal,Natural,Interaction,Human Diseases,Infectious disease: viral
"In the enzymatic pathway for synthesis of 5-phospho-D-ribosyl alpha-1-diphosphate (PRPP) in Escherichia coli, can ribose 1,5-bisphosphokinase, the enzyme encoded by the phnN gene, utilize guanosine triphosphate (GTP) as a phosphoryl donor in its catalytic reaction?",No,PMID:12700258,Normal,Natural,Interaction,Metabolism,Carbohydrate metabolism
"In the context of cardiovascular diseases, does the expression of apelin increase in the condition of heart failure?",No,PMID:26143239,Normal,Natural,Single,Environmental Information Processing,Signal transduction
"In Escherichia coli, is the BasS-BasR two-component system necessary for the iron-dependent induction of the yfbE operon, which is involved in the modification of lipopolysaccharides?",Yes,PMID:15322361,Normal,Natural,Single,Environmental Information Processing,Signal transduction
"In the context of Epstein-Barr virus (EBV) infection, does the BARF1 protein exhibit the ability to neutralize the proliferative effects of human colony-stimulating factor-1 (CSF-1) in a dose-dependent manner when assayed in vitro?",Yes,PMID:9557689,Normal,Natural,Function,Environmental Information Processing,Signaling molecules and interaction
"In the context of papillary renal cell carcinomas, does the NonO-TFE3 fusion protein exhibit enhanced transcriptional activation capabilities from the plasminogen activator inhibitor-1 (PAI-1) promoter, when compared to the native TFE3 transcription factor?",No,PMID:11313942,Normal,Natural,Single,Human Diseases,Cancer: specific types
"In NIH 3T3 cells and immortalized human keratinocytes, do the E5 proteins of human papillomavirus type 11 (HPV-11) and HPV-16 enhance the promoter activity of the p21(WafI/SdiI/CipI) tumor suppressor gene?",No,PMID:8892872,Normal,Natural,Single,Metabolism,Xenobiotics biodegradation and metabolism
"In cells stably expressing the relaxin family peptide receptor 3 (RXFP3), does phospholipase Cbeta play a role in the activation of extracellular signal-regulated kinase (ERK) 1/2 when stimulated with human gene 3 relaxin (H3 relaxin) in the Chinese hamster ovary (CHO)-K1 cell background?",No,PMID:17351017,Normal,Natural,Interaction,Organismal Systems,Endocrine system
"In the context of Hedgehog signaling, is a molecular relay mechanism involving the coreceptors CDON/BOC and GAS1 necessary for the soluble SCUBE-SHH complex to initiate signaling through the SHH receptor, Patched1 (PTCH1)?",Yes,PMID:33038332,Normal,Natural,Single,Environmental Information Processing,Signal transduction
"In the context of monolignol biosynthesis, does 5-hydroxyconiferyl aldehyde exhibit inhibitory effects on the methylation of caffeate, as catalyzed by the enzyme caffeate O-methyltransferase (COMT)?",Yes,PMID:10692459,Normal,Natural,Function,Metabolism,Biosynthesis of other secondary metabolites
"In the context of the human herpes virus 6 (HHV-6)-encoded chemokine receptor U51, does CCL11/eotaxin induce an increase in phospholipase C (PLC) activity?",No,PMID:16332987,Normal,Natural,Single,Environmental Information Processing,Signaling molecules and interaction
"In the context of ceramide metabolism, does the purified 94-kDa neutral ceramidase enzyme facilitate an acyl-CoA-dependent acyl-transfer reaction, in addition to its ceramidase activity of hydrolyzing various N-acylsphingosines?",No,PMID:10652340,Normal,Natural,Function,Metabolism,Lipid metabolism
"In the context of DNA replication, does the Mcm4 protein exhibit hyperphosphorylation within the Cdc45-MCM complex specifically on chromatin during the S phase of the cell cycle?",Yes,PMID:17018296,Normal,Natural,Single,Cellular Processes,Cell growth and death
"In the context of nuclear trafficking and transactivation involving adaptor proteins and receptors linked to Alzheimer's disease, does the engulfment adaptor PTB-domain-containing 1 (GULP1) facilitate transactivation of the amyloid precursor protein (APP)?",No,PMID:23167255,Normal,Natural,Single,Cellular Processes,Transport and catabolism
"In the context of Kaposi's sarcoma-associated herpesvirus (KSHV) infection, does the K5 immune evasion gene lead to a reduction in natural killer (NK) cell-mediated cytotoxicity by down-regulating the cell surface expression of NKG2D and NKp80 ligands?",Yes,PMID:18230726,Normal,Natural,Function,Human Diseases,Infectious disease: viral
"In the context of Shigella infection, does the polyubiquitylation and subsequent proteasome-dependent degradation of TANK-binding kinase 1 (TBK1) disrupt the activation of interferon regulatory factor 3 (IRF3)?",Yes,PMID:26700764,Normal,Natural,Single,Human Diseases,Infectious disease: bacterial
"In dopamine neurons from ovariectomized female guinea pigs, does estrogen rapidly reduce the coupling between GABA(B) receptors and G protein-gated inwardly-rectifying K(+) (GIRK) channels, as measured through changes in the potency of GABA(B) receptor agonists to hyperpolarize these cells?",Yes,PMID:12650715,Normal,Natural,Interaction,Organismal Systems,Endocrine system
"In the context of Hepatitis C virus (HCV) NS3 protein's influence on cellular functions, is the proteinase activity of NS3 a necessary component for the repression of the p21 promoter activity?",No,PMID:11514734,Normal,Natural,Single,Human Diseases,Infectious disease: viral
"In isolated rat pulmonary arteries, does the peptide apelin fail to exert any influence on vasoconstriction?",No,PMID:22140623,Normal,Natural,Function,Environmental Information Processing,Signal transduction
"In the context of chorismate metabolism, does the enzyme SgcD, an ADIC synthase, exhibit pyruvate lyase activity similar to that found in anthranilate synthase component I (ASI)?",No,PMID:18182490,Normal,Natural,Single,Metabolism,Metabolism of terpenoids and polyketides
"In the context of endocannabinoid (eCB)-dependent synaptic plasticity, does the long-term depression of inhibitory transmission in the hippocampus necessitate the involvement of presynaptic cyclic adenosine monophosphate (cAMP)/protein kinase A (PKA) signaling pathways?",Yes,PMID:17553427,Normal,Natural,Function,Organismal Systems,Nervous system
"In the context of polarized epithelial cells, specifically Madin-Darby canine kidney (MDCK) cells, does the soluble N-ethyl maleimide-sensitive factor attachment protein receptor (SNARE) protein VAMP8/endobrevin exhibit the ability to cycle through the apical plasma membrane domain?",Yes,PMID:11208143,Normal,Natural,Single,Genetic Information Processing,"Folding, sorting and degradation"
"In the context of dendritic cell (DC) maturation, does the B-oligomer of pertussis toxin (PTB) stimulate the production of specific cytokines, including interleukin-6 (IL-6), tumor necrosis factor-alpha (TNF-alpha), and interleukin-12 (IL-12), in human and mouse DCs?",No,PMID:16863919,Normal,Natural,Single,Human Diseases,Infectious disease: bacterial
